name,massif,lat,lon,denivele_positif,exposition,difficulty_ski,url
"Tête de Garnesier, SW",Devoluy,44.653,5.7264,1310,SW,3.3,https://skitour.fr/topos/269
"Pointe Feuillette, en boucle",Devoluy,44.69,5.7104,750,W,2.1,https://skitour.fr/topos/268
"Tête de l'Aupet, Par le Vallon des Narrites",Devoluy,44.7203,5.8807,1430,SE,3.1,https://skitour.fr/topos/267
"Dents de Bédina, Versant Sud-Est",Belledonne,45.2327,5.98874,1342,SE,3.1,https://skitour.fr/topos/266
"Pointe des Arces, Face Ouest",Bauges,45.6385,6.19243,1208,T,4.2,https://skitour.fr/topos/264
"Rocher Rond, Triangle ouest",Taillefer - Matheysine,44.9834,5.8942,1100,W,3.2,https://skitour.fr/topos/263
"Rochers de l'Ours, versant ouest",Vercors,45.0715,5.5788,860,W,2.3,https://skitour.fr/topos/262
"Mont d'Armenaz, versant sud Ouest",Bauges,45.6385,6.19243,1368,SW,3.1,https://skitour.fr/topos/261
"Dent du Corbeau, versant Sud-Est",Lauzière - Cheval Noir,45.5899,6.4317,1546,E,2.3,https://skitour.fr/topos/258
"Crête de Rocheplane, Combe du Prayet",Chartreuse,45.331,5.84759,970,W,3.3,https://skitour.fr/topos/257
"Le Quermoz, depuis Grand Naves",Beaufortain,45.559,6.5241,1000,W,2.1,https://skitour.fr/topos/254
"Pointe des Arlicots, Normale",Bauges,45.6385,6.19243,1280,N,3.1,https://skitour.fr/topos/251
"Les Frettes, combe de Bridan",Lauzière - Cheval Noir,45.4712,6.4127,1162,SE,2.1,https://skitour.fr/topos/249
"Grand Eulier, Face SO par le lac des Pourettes",Belledonne,45.14,5.88837,1100,SW,2.2,https://skitour.fr/topos/247
"Le Petit  Arc, Sud par le Lac Noir",Lauzière - Cheval Noir,45.5387,6.3727,1100,S,3.3,https://skitour.fr/topos/245
"Charmant Som, Par la route du Charmant Som",Chartreuse,45.29,5.767,540,SW,1.2,https://skitour.fr/topos/242
"Col de Longet, par le Vallon de Longet",Queyras - Alpes Cozie N,44.7189,6.90379,680,N,1.2,https://skitour.fr/topos/241
"Pic Saint Michel, versant Ouest",Vercors,45.1071,5.6038,700,W,2.1,https://skitour.fr/topos/237
"Grand Charnier d'Allemont, Couloir N par la Cabane du Chazeau",Belledonne,45.1306,6.01986,1530,N,4.2,https://skitour.fr/topos/236
"Sommet de la Montagnette, par le Pas de la Coche et le Grand Pas",Vercors,44.7656,5.5667,600,E,2.2,https://skitour.fr/topos/234
"Sommet des Clottous, Par les prés de l'Aiguille",Ecrins,44.9865,5.9704,1400,NW,3.1,https://skitour.fr/topos/231
"Col des Balmettes, versant E depuis Fremezan",Belledonne,45.3044,6.22682,1050,SE,2.1,https://skitour.fr/topos/228
"Tête de la Cassille, Face Nord et Tour de Roche Colombe",Cerces - Thabor - Mont Cenis,45.0181,6.4663,1360,N,4.1,https://skitour.fr/topos/226
"Le Cheval Noir, Par Longchamp/Col du Cheval Noir",Lauzière - Cheval Noir,45.4171,6.364,1230,W,3.2,https://skitour.fr/topos/224
"Les Aiguillettes de Vaujany, Combe Nord",Grandes Rousses - Arves,45.1683,6.0948,1100,T,2.3,https://skitour.fr/topos/222
"Pic de la Belle Etoile, couloir Sud, depuis le Rivier",Belledonne,45.2032,6.04034,1460,S,3.3,https://skitour.fr/topos/221
"Dôme des Ecrins, versant N depuis le Pré de Madame Carle",Ecrins,44.9165,6.41724,2175,N,3.2,https://skitour.fr/topos/220
"Croix de Chamrousse, par les pistes",Belledonne,45.1259,5.87897,600,W,2.1,https://skitour.fr/topos/215
"Tête du Vallon, par la Quarlie",Grandes Rousses - Arves,45.0723,6.1732,1100,SW,2.1,https://skitour.fr/topos/214
"Croix de Chamrousse, Par le lac Achard",Belledonne,45.1075,5.87538,580,SW,1.2,https://skitour.fr/topos/213
"Grande Casse, Petite Face Nord",Vanoise,45.3811,6.7352,2250,NE,5.1,https://skitour.fr/topos/212
"Grande Lauzière, face Nord",Belledonne,45.187,5.8994,1610,N,3.2,https://skitour.fr/topos/208
"Grand Pic de la Meije, tour de la Meije par le Pavé",Ecrins,45.0206,6.36941,2900,T,3.3,https://skitour.fr/topos/206
"Dôme des Ecrins, par le Col des Ecrins",Ecrins,44.9326,6.29254,2350,NW,4.3,https://skitour.fr/topos/205
"Pic de Neige Cordier, Versant Est",Ecrins,45.0206,6.36941,1950,E,4.2,https://skitour.fr/topos/204
"Col N de Clot Chatel, Versant NO",Ecrins,44.9372,6.25524,1660,NW,3.3,https://skitour.fr/topos/203
"Meije Orientale, par le glacier du Tabuchet",Ecrins,45.0422,6.336,2250,T,3.1,https://skitour.fr/topos/201
"Grands Moulins, Face Sud",Belledonne,45.4279,6.1658,1300,S,3.3,https://skitour.fr/topos/200
"Pic de Mirebel, Face Nord",Belledonne,45.14,5.88837,1500,N,4.1,https://skitour.fr/topos/199
"Côte Belle, face NW",Grandes Rousses - Arves,45.1683,6.0948,1000,W,3.2,https://skitour.fr/topos/198
"Croix de Belledonne, par le lac des Doménons",Belledonne,45.187,5.8994,1800,W,2.3,https://skitour.fr/topos/197
"Pointe Marguerite, Couloir Sud",Ecrins,44.8812,6.01657,2280,T,5.1,https://skitour.fr/topos/196
"Col d'Argentière, Normale",Mont Blanc,45.9784,6.9266,1000,W,3.1,https://skitour.fr/topos/191
"Grande Ruine, par la brèche de Charrière",Ecrins,44.9326,6.29254,2600,T,5.1,https://skitour.fr/topos/190
"Dent du Pra, versant SO",Belledonne,45.2327,5.98874,1550,SW,3.2,https://skitour.fr/topos/189
"Pointe du Vallonnet, face Ouest",Vanoise,45.4264,6.7042,1900,W,4.1,https://skitour.fr/topos/188
"Coiro, Vallon de Teissonières",Taillefer - Matheysine,44.916,5.8788,1580,SW,3.1,https://skitour.fr/topos/185
"Le Tabor, Par le Lac Charlet",Taillefer - Matheysine,44.9728,5.8252,900,W,2.1,https://skitour.fr/topos/183
"Grands Moulins, Couloir SW",Belledonne,45.4279,6.1658,1420,SW,4.1,https://skitour.fr/topos/182
"Grand Armet, Combe Nord",Taillefer - Matheysine,45.0101,5.89431,1690,N,3.3,https://skitour.fr/topos/181
"Brèche de la Somme, versant Sud",Ecrins,44.9326,6.29254,1550,S,3.3,https://skitour.fr/topos/180
"Ferrouillet, Pointe Centrale Nord, Combe Sud Ouest",Belledonne,45.2327,5.98874,1400,SW,3.3,https://skitour.fr/topos/179
"Col du Tépey, Par la Plagne Vaumard",Belledonne,45.2825,6.07454,1620,SW,3.1,https://skitour.fr/topos/177
"Ferrouillet, Pointe Centrale Nord, Couloir SW",Belledonne,45.2327,5.98874,1320,SW,4.2,https://skitour.fr/topos/175
"Dent de Crolles, Pas de l'Oeille",Chartreuse,45.2965,5.84543,860,SW,4.1,https://skitour.fr/topos/174
"Rocher de l'Homme, Tour par le col de la Pierre",Belledonne,45.2327,5.98874,1800,T,3.3,https://skitour.fr/topos/173
"Pic de la Belle Etoile, Versant Nord",Belledonne,45.2703,6.05497,1300,N,3.3,https://skitour.fr/topos/172
"Mont Chaberton, par le col de Chaberton",Cerces - Thabor - Mont Cenis,44.9342,6.73208,1280,T,2.3,https://skitour.fr/topos/170
"Aiguille de l'Epaisseur, Versant SE par la combe des Aiguilles",Grandes Rousses - Arves,45.1207,6.41735,1560,SE,2.2,https://skitour.fr/topos/168
"Bric Froid, Face S",Queyras - Alpes Cozie N,44.8218,6.94309,1530,S,4.1,https://skitour.fr/topos/163
"Mont Viso, Tour du Viso &quot;au plus court&quot;",Queyras - Alpes Cozie N,44.7569,6.9926,3000,T,2.3,https://skitour.fr/topos/159
"Lances de Malissard, versant E par l'Aulp du Seuil",Chartreuse,45.3559,5.9188,1300,E,4.1,https://skitour.fr/topos/158
"Pic des 3 Evêchés, Vallon de Roche Noire",Grandes Rousses - Arves,45.0423,6.4177,1140,SE,3.3,https://skitour.fr/topos/157
"Col de la Cicle, Nord-Est",Beaufortain,45.7921,6.7157,1177,NE,2.2,https://skitour.fr/topos/156
"Croix de Chamrousse, Par la brèche Robert",Belledonne,45.14,5.88837,950,N,1.2,https://skitour.fr/topos/152
"Dent d'Arclusaz, face nord-est (ou pan de rideau)",Bauges,45.6385,6.19243,1200,NE,4.2,https://skitour.fr/topos/151
"Grand Colon, traversée Combe NE &gt; Face W",Belledonne,45.187,5.8994,1300,T,3.3,https://skitour.fr/topos/150
"La Peyrouse, Couloir Est",Vercors,44.9435,5.5445,970,E,4.2,https://skitour.fr/topos/149
"Lances de Malissard, versants O&gt;E en boucle",Chartreuse,45.331,5.84759,1250,T,3.2,https://skitour.fr/topos/148
"Grand Pic de la Meije, Traversée La Grave &gt; Villar d'Arène",Ecrins,45.0101,6.2637,1800,T,4.3,https://skitour.fr/topos/144
"Tête de Lapras, par le Vallon du Mas",Devoluy,44.7356,5.8852,1400,E,2.3,https://skitour.fr/topos/143
"Grand Replomb, Brèche Ouest",Belledonne,45.2395,5.95131,1460,W,3.3,https://skitour.fr/topos/141
"Grande Sure, Par le Col de la Charmille",Chartreuse,45.3578,5.74426,1200,N,2.2,https://skitour.fr/topos/139
"Dent du Pra, Par le Col de l'Aigleton",Belledonne,45.2327,5.98874,1535,SW,3.3,https://skitour.fr/topos/138
"Grande Lance d'Allemont, Tour par le col de la Portette",Belledonne,45.1306,6.01986,1800,T,4.1,https://skitour.fr/topos/137
"Lances de Malissard, couloir W en boucle",Chartreuse,45.331,5.84759,1250,W,4.1,https://skitour.fr/topos/135
"La Rouelle, Couloir W",Bornes - Aravis,45.8373,6.4159,975,W,3.2,https://skitour.fr/topos/134
"Tête Pelouse, combe du Grand Crêt en A/R",Bornes - Aravis,45.9231,6.4836,1120,NW,2.3,https://skitour.fr/topos/133
"Croix de l'Alpe, par le vallon de Pratcel",Chartreuse,45.3996,5.8915,1000,SW,2.3,https://skitour.fr/topos/131
"Grand Colon, Combe Nord-Est",Belledonne,45.187,5.8994,1300,NE,2.2,https://skitour.fr/topos/130
"Crêtes des Charmilles, par la None",Chartreuse,45.3578,5.74426,800,NE,3.2,https://skitour.fr/topos/129
"Col du Tour Noir, Versant SW",Mont Blanc,45.9784,6.9266,1000,W,2.2,https://skitour.fr/topos/127
"Charmant Som, par les Cottaves",Chartreuse,45.3117,5.77242,780,E,2.3,https://skitour.fr/topos/126
"Chamechaude, Versant Ouest",Chartreuse,45.29,5.767,760,W,2.2,https://skitour.fr/topos/125
"Le Grand Châtelet (épaule sud), versant sud",Beaufortain,45.5914,6.7282,1161,S,1.3,https://skitour.fr/topos/124
"Rochers de Vallorin, Couloir Nord, en boucle depuis Fremezan",Belledonne,45.3044,6.22682,1750,N,4.2,https://skitour.fr/topos/123
"Légette du Mirantin, face E",Beaufortain,45.6745,6.5436,1115,E,3.2,https://skitour.fr/topos/122
"Jas des Lievres, Couloir Sud Est",Belledonne,45.2327,5.98874,1240,E,3.2,https://skitour.fr/topos/119
"Croix de Belledonne, par le lac de Belledonne",Belledonne,45.1306,6.01986,1800,E,4.1,https://skitour.fr/topos/116
"Grande Lance de Domène, Versant sud",Belledonne,45.187,5.8994,1690,S,2.3,https://skitour.fr/topos/115
"Gros Têt, depuis le Chazelet",Grandes Rousses - Arves,45.0541,6.2846,900,SE,1.3,https://skitour.fr/topos/114
"La Blanche, versant Est",Ecrins,44.8552,6.4803,1320,E,2.1,https://skitour.fr/topos/110
"Ferrouillet, pointe centrale Sud, depuis le Rivier d'Allemont",Belledonne,45.2032,6.04034,1320,E,2.3,https://skitour.fr/topos/109
"Grand Mont d'Arêches, depuis Arêches",Beaufortain,45.6855,6.5657,1676,NE,1.2,https://skitour.fr/topos/106
"La Rama, Face SE en boucle",Devoluy,44.6719,5.8567,980,SE,3.1,https://skitour.fr/topos/105
"Col de la Porte d'Eglise, Versant Ouest",Belledonne,45.3069,6.08393,1450,W,3.1,https://skitour.fr/topos/103
"Pointe d'Emy, par le couloir N du col d'Albanne",Grandes Rousses - Arves,45.2178,6.35078,1300,NW,3.3,https://skitour.fr/topos/98
"Brêche de Vallorin, par le lac des Balmettes",Belledonne,45.3044,6.22682,1100,SE,2.3,https://skitour.fr/topos/96
"Pic de l'Étendard, par le lac des Quirlies",Grandes Rousses - Arves,45.0825,6.1616,2060,T,2.3,https://skitour.fr/topos/93
"Grand Sorbier, Couloir Est en boucle",Belledonne,45.14,5.88837,1450,E,4.2,https://skitour.fr/topos/92
"Taillefer, combe NE en boucle",Taillefer - Matheysine,45.0323,5.8576,1600,T,3.1,https://skitour.fr/topos/91
"Col des Agneaux, versant Est",Ecrins,45.0206,6.36941,1490,E,3.2,https://skitour.fr/topos/90
"Pic de Chamoissière, Epaule, par le Glacier de Chamoissière",Ecrins,45.0206,6.36941,1540,NE,3.3,https://skitour.fr/topos/89
"Col de l'Aigleton, Versant SW",Belledonne,45.2327,5.98874,1178,SW,2.1,https://skitour.fr/topos/88
"Grand Galbert, normale sud-est",Taillefer - Matheysine,45.0513,5.975,1200,SE,2.1,https://skitour.fr/topos/87
"Pic Blanc du Galibier, Combe Sud-Est",Grandes Rousses - Arves,45.0423,6.4177,970,SE,2.2,https://skitour.fr/topos/84
"Grand Combin, Couloir du gardien",Valais W - Alpes Pennines W,46.0327,7.3078,2823,N,4.1,https://skitour.fr/topos/83
"Cime du Sambuis, Face Nord en boucle",Belledonne,45.2831,6.21008,1530,N,4.3,https://skitour.fr/topos/82
"Col Dulong de Rosnay, En boucle par le Coup de Sabre",Belledonne,45.2397,6.17532,1400,T,4.3,https://skitour.fr/topos/81
"La Pyramide, Tour, par le Rocher Blanc",Belledonne,45.2245,6.13919,1600,T,4.3,https://skitour.fr/topos/79
"Aiguilles de l'Argentière, Traversée",Belledonne,45.2397,6.17532,1500,T,3.3,https://skitour.fr/topos/78
"Col de la Casse Déserte, versant Ouest",Ecrins,44.9326,6.29254,1750,W,3.3,https://skitour.fr/topos/71
"Grand Replomb, Couloir Est",Belledonne,45.2327,5.98874,1200,NE,3.3,https://skitour.fr/topos/70
"Col de Comberousse, par le refuge de l'oule",Belledonne,45.3358,6.11992,1580,NW,3.1,https://skitour.fr/topos/69
"Pic Ouest du Combeynot, Face Nord",Ecrins,45.0332,6.4037,1100,N,4.1,https://skitour.fr/topos/68
"Grand Renaud, combe NE",Ecrins,45.0177,6.04073,1300,NE,3.2,https://skitour.fr/topos/67
"Le Rochail, Voie de l'Ancien Glacier Rampant",Ecrins,45.0177,6.04073,1600,N,4.1,https://skitour.fr/topos/65
"Grande Lance de Domène, Tour anti-horaire",Belledonne,45.187,5.8994,1920,T,3.3,https://skitour.fr/topos/64
"Pas du Pin, Couloir W",Belledonne,45.2327,5.98874,1100,W,3.3,https://skitour.fr/topos/63
"Ferrouillet, brêche Nord, couloir N",Belledonne,45.2327,5.98874,1340,N,4.2,https://skitour.fr/topos/62
"Pic du Frêne, Tour horaire (par les 5 vallées)",Belledonne,45.3718,6.25654,2070,T,3.1,https://skitour.fr/topos/61
"Grand Colon, Entonnoir Ouest",Belledonne,45.187,5.8994,1300,W,4.1,https://skitour.fr/topos/60
"Cime de la Jasse, Combe Sud Lacs du Vénétier",Belledonne,45.2327,5.98874,1270,S,2.2,https://skitour.fr/topos/59
"Grand Sorbier, Traversée Van &amp; Sorbier",Belledonne,45.14,5.88837,1300,W,3.2,https://skitour.fr/topos/58
"Le Moucherotte, de Saint Nizier",Vercors,45.164,5.6264,750,W,1.2,https://skitour.fr/topos/57
"Grand Som, De la Ruchère",Chartreuse,45.3999,5.79938,1100,T,2.2,https://skitour.fr/topos/54
"Le Rissiou, face SE",Grandes Rousses - Arves,45.1683,6.0948,1220,SE,4.1,https://skitour.fr/topos/53
"Pic Nord du Merlet, Grand tour par la combe du Merlet",Belledonne,45.3162,6.25053,2000,T,2.3,https://skitour.fr/topos/51
"Pointe de Rognier, Face Ouest",Belledonne,45.4308,6.18167,1500,W,4.1,https://skitour.fr/topos/50
"Grand Sorbier, Combe Ouest",Belledonne,45.14,5.88837,1380,W,3.3,https://skitour.fr/topos/48
"Grand Pic de la Lauzière, par le Col des Aiguillons",Lauzière - Cheval Noir,45.4712,6.4127,1500,N,2.3,https://skitour.fr/topos/47
"Pointe de Comberousse, Face Nord-Est",Belledonne,45.3358,6.11992,1790,NE,4.2,https://skitour.fr/topos/46
"Grand Colon, Epaule Sud Ouest",Belledonne,45.187,5.8994,1300,SW,3.1,https://skitour.fr/topos/43
"Grand Van, de Chamrousse",Belledonne,45.1259,5.87897,1000,W,2.2,https://skitour.fr/topos/42
"Pointe de la Saume, Combe Nord-Ouest",Queyras - Alpes Cozie N,44.6708,6.73274,1610,NW,2.2,https://skitour.fr/topos/40
"Grand Morétan, Tour Charmet &gt; Fontaines &gt; Pertuis",Belledonne,45.3358,6.11992,2370,T,4.2,https://skitour.fr/topos/39
"Col du Vallon de Lanchâtra, Par le glacier Courbe",Ecrins,44.8812,6.01657,2180,W,3.3,https://skitour.fr/topos/37
"Croix de Belledonne, Couloir des Rochers Rouges",Belledonne,45.187,5.8994,1900,N,4.3,https://skitour.fr/topos/32
"Mont Blanc, Par Miage et Bionnassay (4 jours)",Mont Blanc,45.8123,6.73045,4000,T,3.1,https://skitour.fr/topos/28
"Rocher de l'Homme, Couloir nord",Belledonne,45.2327,5.98874,1750,N,5.1,https://skitour.fr/topos/23
"Grands Moulins, Couloir Nord-Ouest",Belledonne,45.4279,6.1658,1100,NW,5.1,https://skitour.fr/topos/20
"Grande Casse, par les Grands Couloirs",Vanoise,45.3811,6.7352,2210,W,4.2,https://skitour.fr/topos/19
"Mont Blanc, Traversée 3 Monts &gt; Face N",Mont Blanc,45.8791,6.887,1700,N,4.1,https://skitour.fr/topos/18
"Tsanteleina, En boucle face Sud &gt; face Nord",Alpes Grées N,45.4823,6.9473,1900,T,4.2,https://skitour.fr/topos/17
"Aiguille d'Argentière, Par le glacier du milieu",Mont Blanc,45.9784,6.9266,1300,W,4.2,https://skitour.fr/topos/16
"Le Longet (ou Tête du Rissace), par le Vallon d'Albert",Queyras - Alpes Cozie N,44.6505,6.79287,1260,NW,2.2,https://skitour.fr/topos/14
"Brêche du Frêne, Combe Nord-Est",Belledonne,45.4137,6.1461,1900,NE,2.3,https://skitour.fr/topos/13
"Barre des Ecrins, Couloir Coolidge",Ecrins,44.9165,6.41724,2300,N,5.2,https://skitour.fr/topos/12
"Grand Replomb, Brêche W en boucle",Belledonne,45.2327,5.98874,1250,T,3.3,https://skitour.fr/topos/10
"Rocher d'Arguille, Couloir SW",Belledonne,45.2825,6.07454,1800,SW,5.2,https://skitour.fr/topos/9
"Rochers de Vallorin, Couloir Nord depuis le Merlet",Belledonne,45.3162,6.25053,1490,N,4.2,https://skitour.fr/topos/8
Traversée Crochues - Bérard,Haut Giffre - Aiguilles Rouges,45.9693,6.875,500,T,2.2,https://skitour.fr/topos/7
"Col du Passon, En boucle",Mont Blanc,45.9784,6.9266,650,T,2.3,https://skitour.fr/topos/6
"Rocher Blanc, Par la Combe Madame",Belledonne,45.2825,6.07454,1880,NE,2.2,https://skitour.fr/topos/4
"Col de la Lavoire, par la combe du Merlet",Belledonne,45.3162,6.25053,1330,S,2.2,https://skitour.fr/topos/3
"Col de la Balmette, Versant Est",Belledonne,45.1779,6.03655,1670,E,3.1,https://skitour.fr/topos/2
"Rochers de Pierre Pointe, Rampe nord",Alpes Grées N,45.5462,6.9133,1700,N,5.3,https://skitour.fr/topos/715
"Dômes de Miage, Traversée des Dômes",Mont Blanc,45.8123,6.73045,2600,T,3.2,https://skitour.fr/topos/717
"Col du Ravin Noir, Tour de l'Aiguille Doran",Vanoise,45.2159,6.69501,1730,T,3.1,https://skitour.fr/topos/722
"Rocher Blanc, traversée intégrale",Belledonne,45.2397,6.17532,1900,T,4.3,https://skitour.fr/topos/742
"Col de Labby, Traversée NE -&gt; SW",Vanoise,45.2983,6.8163,1020,T,3.1,https://skitour.fr/topos/743
"Dôme de Monêtier, depuis le Pré de Mme Carle",Ecrins,44.9165,6.41724,1834,NE,3.3,https://skitour.fr/topos/744
"Tête du Colonney, Combe de Monthieu",Haut Giffre - Aiguilles Rouges,46.0048,6.6903,1245,N,3.1,https://skitour.fr/topos/747
"Pic Coolidge, par le Couloir SE de l'antécime 3692m",Ecrins,44.9165,6.41724,1940,SE,5.1,https://skitour.fr/topos/750
"Pointe Cézanne, Traversée E &gt; O",Ecrins,44.9165,6.41724,1491,W,4.3,https://skitour.fr/topos/751
"Dôme des Nants, face W par le col du Vallonnet",Vanoise,45.3746,6.7178,1850,W,4.1,https://skitour.fr/topos/752
"Pointe du Bouchet, Face NE depuis Val Thorens",Vanoise,45.2954,6.5861,1200,NE,4.2,https://skitour.fr/topos/753
"Aiguille d'Olle, Couloir Nord-Est",Belledonne,45.2397,6.17532,1160,NE,4.2,https://skitour.fr/topos/754
"Aiguille de la Grande Sassière, Versant NO depuis Chenal",Alpes Grées N,45.5462,6.9133,2000,NW,4.1,https://skitour.fr/topos/756
"Rocher Blanc, Versant Sud, depuis Rieu Claret",Belledonne,45.2245,6.13919,1180,S,3.1,https://skitour.fr/topos/759
"Pointe du Villonet, Face Nord",Belledonne,45.3044,6.22682,1320,N,4.2,https://skitour.fr/topos/760
"Pointe de la Finive, couloir de Grenairon",Haut Giffre - Aiguilles Rouges,46.0822,6.974,1570,E,4.2,https://skitour.fr/topos/762
"Mont Turia, Face Nord",Vanoise,45.5446,6.8994,1940,N,5.1,https://skitour.fr/topos/763
"Bishorn, Traversée Mottec &gt; Zinal (Haute route Impériale)",Valais E - Alpes Pennines E,46.1565,7.6194,7100,T,4.1,https://skitour.fr/topos/764
"Mont Vélan, Couloir d'Hannibal",Valais W - Alpes Pennines W,45.8999,7.19643,1800,W,4.3,https://skitour.fr/topos/765
"Petit Mont Blanc, Couloir NNE en boucle",Mont Blanc,45.7833,6.89602,1700,NE,5.2,https://skitour.fr/topos/766
"Aiguille de Peclet, versant Ouest",Vanoise,45.2954,6.5861,1261,W,3.3,https://skitour.fr/topos/767
"Dent Parrachée, Par la brèche de la Loza",Vanoise,45.2332,6.7421,2170,T,4.2,https://skitour.fr/topos/768
"Col de l'Epée, Couloir Ouest",Valais W - Alpes Pennines W,45.9486,7.20978,1900,W,4.2,https://skitour.fr/topos/769
"Mont Blanc, Par les Grands Mulets",Mont Blanc,45.9018,6.8606,3555,N,3.1,https://skitour.fr/topos/770
"Aiguille des Glaciers, face Sud Ouest",Mont Blanc,45.7427,6.78015,1750,SW,3.2,https://skitour.fr/topos/771
"Pics des Grandes Lanches, Grand Couloir SW",Belledonne,45.3358,6.11992,1550,SW,5.2,https://skitour.fr/topos/773
"Mont Dolent, Voie normale",Mont Blanc,45.9332,7.0989,2170,S,4.2,https://skitour.fr/topos/774
"Coup de Sabre du Piniollet, Traversée N &gt; S",Belledonne,45.2397,6.17532,700,T,2.2,https://skitour.fr/topos/775
"Aiguille de la Grande Sassière, Versant NO depuis la route du Saut",Alpes Grées N,45.4823,6.9473,1900,NW,4.2,https://skitour.fr/topos/776
"Mont d'Ambin, Grande Couronne d'Ambin",Cerces - Thabor - Mont Cenis,45.2068,6.84482,2150,T,4.2,https://skitour.fr/topos/777
"Dent du Pra, Versant Nord",Belledonne,45.2703,6.05497,1193,N,3.3,https://skitour.fr/topos/778
"Petite Ciamarella, Face N par le glacier des Evettes",Alpes Grées S,45.3738,7.0528,1770,N,4.1,https://skitour.fr/topos/780
"Cerro la Parva, Traversée Falsa Parva &gt; Parva",Andes centrales,-33.3369,-70.2899,1300,N,3.1,https://skitour.fr/topos/783
"Monte Cardo, Versant E, voie normale",Corse,42.2491,9.16603,1523,E,2.2,https://skitour.fr/topos/916
"L'Aupillon, par le vallon de l'Eissalete",Ubaye - Parpaillon - Alpes Cozie S,44.4847,6.55066,1250,T,3.1,https://skitour.fr/topos/917
"Montagne de l'Alpe de Verdun, Combe Ouest",Ubaye - Parpaillon - Alpes Cozie S,44.4847,6.55066,1200,W,3.1,https://skitour.fr/topos/918
"Croix d'Outray, Normale",Beaufortain,45.7293,6.5771,1300,NW,3.1,https://skitour.fr/topos/919
"Crête de Rougnoux, Traversée Sud &gt; Nord",Ecrins,44.7097,6.5693,1700,T,3.3,https://skitour.fr/topos/921
"Pointe de Vorlaz, Boucle NW-&gt;N",Chablais - Faucigny,46.2143,6.7614,1153,N,3.2,https://skitour.fr/topos/1032
"Montagne d'Outray, sommet N, Versant Nord",Beaufortain,45.7577,6.6128,1190,N,2.3,https://skitour.fr/topos/1034
"Pointes du Mouchillon, couloir central NE, branche de gauche",Belledonne,45.2825,6.07454,1250,NE,5.1,https://skitour.fr/topos/1036
"Aiguillette des Houches, Face SE",Haut Giffre - Aiguilles Rouges,45.9059,6.7908,965,SE,2.3,https://skitour.fr/topos/1037
"Pointe du Mottet, Vallon sud-est",Lauzière - Cheval Noir,45.4141,6.4791,1300,SE,2.2,https://skitour.fr/topos/1038
"Piquet de Nantes, Couloir SE en boucle",Taillefer - Matheysine,44.9489,5.8581,925,SE,4.1,https://skitour.fr/topos/1039
"Pointe de Gleyzin, Couloir Nord",Belledonne,45.3358,6.11992,1700,N,5.1,https://skitour.fr/topos/1040
"Pierre Blanche, par le Pas de la Ville",Vercors,44.8924,5.548,860,E,2.2,https://skitour.fr/topos/1042
"Porte des Aravis, Face S",Bornes - Aravis,45.8723,6.4645,1000,S,4.1,https://skitour.fr/topos/1052
"Les Quatre Têtes, face nord en boucle",Bornes - Aravis,45.9578,6.61,1400,N,3.2,https://skitour.fr/topos/1054
"Cime du Sambuis, Combe de Mont Rond",Belledonne,45.2831,6.21008,1530,NE,3.1,https://skitour.fr/topos/1055
"Crêt des Mouches, Face NW",Bornes - Aravis,45.8034,6.2649,950,NW,4.1,https://skitour.fr/topos/1057
"Les Parrossaz, sommet Est, Eperon Sud en  boucle",Bornes - Aravis,45.8718,6.486,1350,S,5.2,https://skitour.fr/topos/1060
"Dents de Bédina, Boucle Bédina Est &gt; Jas des Lièvres W",Belledonne,45.2327,5.98874,1540,T,3.3,https://skitour.fr/topos/1061
"Mamelon Vert, Face N",Bornes - Aravis,45.8133,6.2615,950,N,3.2,https://skitour.fr/topos/1062
"Pointe de Fleurendon, versant Ouest",Ecrins,44.6227,6.2279,1100,W,4.1,https://skitour.fr/topos/1063
"Mont Colombier, par le col de la Cochette",Bauges,45.6152,6.1111,1100,W,3.2,https://skitour.fr/topos/1064
"Blonnière, Rampe Chauchefoin",Bornes - Aravis,45.8723,6.4645,870,E,5.3,https://skitour.fr/topos/1065
"L'Etale, Couloir Chauchefoin, en boucle par le Coillu",Bornes - Aravis,45.8518,6.4118,1020,W,4.2,https://skitour.fr/topos/1067
"Dôme de Bellefont, Tour Aulp du Seuil &gt; Montbrun",Chartreuse,45.3559,5.9188,1400,T,4.3,https://skitour.fr/topos/1068
"Grands Moulins, Couloir SE en boucle par la brèche des ciseaux",Belledonne,45.3945,6.2368,1320,E,4.3,https://skitour.fr/topos/1070
"Beau Mollard (Montagne de la Lanche), versant Nord",Bauges,45.6385,6.19243,1200,T,2.3,https://skitour.fr/topos/1073
"Mont Bellacha, versant S",Lauzière - Cheval Noir,45.4991,6.4317,1350,S,2.2,https://skitour.fr/topos/1075
"Pic de la Pierre, Couloir Nord",Belledonne,45.2327,5.98874,1600,N,4.3,https://skitour.fr/topos/1079
"Pointe d'Almet, Couloir SE",Bornes - Aravis,45.9605,6.5019,750,SE,4.1,https://skitour.fr/topos/1080
"Blayeul, Couloir Nord",Préalpes de Digne,44.2718,6.30824,1110,N,4.3,https://skitour.fr/topos/1081
"Pointe de la Terrasse, directe Sud",Beaufortain,45.6329,6.7638,1570,S,4.3,https://skitour.fr/topos/1085
"La Tournette, Tour de la Tournette Sud",Bornes - Aravis,45.8108,6.325,1350,T,3.2,https://skitour.fr/topos/1086
